Student ID,student_name,gender,grade,reading_score,math_score,school_name
6867,Sarah Moore,F,9th,79.83,74.37,Shelton High School
6868,Jennifer Johnson,F,11th,74.65,37.11,Shelton High School
6869,Thomas Brown,F,11th,51.94,58.5,Shelton High School
6870,Barbara Jackson,M,11th,60.15,58.76,Shelton High School
6871,Mary Johnson,F,9th,65.68,87.72,Shelton High School
6872,Susan Anderson,M,11th,60.05,66.12,Shelton High School
6873,Karen Johnson,M,10th,79.19,69.45,Shelton High School
6874,Patricia Jackson,M,10th,76.56,69.69,Shelton High School
6875,William Miller,F,11th,63.37,66.68,Shelton High School
6876,Richard Lopez,M,9th,76.15,79.44,Shelton High School
6877,John Gonzalez,F,10th,46.14,53.96,Shelton High School
6878,Joseph Wilson,F,10th,64.12,57.27,Shelton High School
6879,William Gonzalez,M,10th,66.02,94.91,Shelton High School
6880,Patricia Davis,M,9th,90.72,54.43,Shelton High School
6881,John Johnson,M,12th,74.9,68.59,Shelton High School
6882,Charles Davis,M,11th,83.49,71.15,Shelton High School
6883,Thomas Gonzalez,M,10th,51.97,73.82,Shelton High School
6884,Michael Rodriguez,F,10th,68.21,70.14,Shelton High School
6885,Barbara Wilson,F,11th,56.25,86.85,Shelton High School
6886,Susan Anderson,F,11th,78.33,59.2,Shelton High School
6887,John Anderson,M,10th,63.8,56.46,Shelton High School
6888,Charles Martin,M,10th,78.84,71.35,Shelton High School
6889,Susan Davis,M,10th,62.1,49.17,Shelton High School
6890,Robert Jackson,F,9th,73.56,80.87,Shelton High School
6891,Patricia Wilson,M,12th,57.98,64.16,Shelton High School
6892,Jessica Martin,F,12th,65.12,69.82,Shelton High School
6893,Jennifer Garcia,F,11th,66.25,90.58,Shelton High School
6894,John Anderson,M,9th,79.67,67.75,Shelton High School
6895,John Hernandez,F,12th,70.97,79.62,Shelton High School
6896,John Martinez,M,9th,70.28,54.79,Shelton High School
6897,Sarah Smith,M,12th,59.3,51.82,Shelton High School
6898,Jessica Thomas,F,9th,68.89,40.33,Shelton High School
6899,Elizabeth Smith,M,11th,67.05,98.75,Shelton High School
6900,Patricia Williams,M,11th,72.81,81.2,Shelton High School
6901,Robert Lopez,M,12th,45.43,75.7,Shelton High School
6902,Barbara Gonzalez,M,10th,62.12,76.25,Shelton High School
6903,Barbara Thomas,M,12th,88.85,50.32,Shelton High School
6904,Richard Jones,M,12th,40.71,57.29,Shelton High School
6905,Patricia Anderson,M,12th,59.64,47.73,Shelton High School
6906,Barbara Jackson,F,9th,80.12,70.76,Shelton High School
6907,Charles Hernandez,M,11th,79.62,84.94,Shelton High School
6908,Jennifer Rodriguez,M,9th,71.66,82.61,Shelton High School
6909,James Lopez,F,9th,76.42,43.19,Shelton High School
6910,Susan Garcia,F,11th,73.23,93.31,Shelton High School
6911,James Johnson,M,12th,78.81,70.53,Shelton High School
6912,David Williams,M,9th,78.65,50.09,Shelton High School
6913,Elizabeth Garcia,M,10th,71.56,65.08,Shelton High School
6914,Jennifer Martin,F,10th,69.44,31.12,Shelton High School
6915,Mary Martinez,M,12th,81.75,30.51,Shelton High School
6916,Jennifer Taylor,M,9th,89.14,52.9,Shelton High School
6917,Susan Jones,F,10th,75.51,69.62,Shelton High School
6918,Thomas Johnson,F,12th,56.33,46.08,Shelton High School
6919,William Lopez,F,9th,61.67,76.85,Shelton High School
6920,Charles Miller,M,10th,74.83,74.98,Shelton High School
6921,William Thomas,M,9th,85.91,85.49,Shelton High School
6922,Karen Hernandez,M,10th,52.72,80.99,Shelton High School
6923,Barbara Anderson,F,12th,74.13,91.87,Shelton High School
6924,Sarah Jackson,M,12th,61.88,69.0,Shelton High School
6925,Jessica Anderson,M,10th,71.6,89.05,Shelton High School
6926,Robert Hernandez,M,11th,63.27,88.68,Shelton High School
6927,Joseph Moore,F,12th,70.01,77.02,Shelton High School
6928,Richard Brown,M,9th,57.38,74.87,Shelton High School
6929,Thomas Brown,F,12th,99.39,95.73,Shelton High School
6930,Jessica Anderson,F,10th,74.8,80.87,Shelton High School
6931,Susan Lopez,F,11th,69.2,53.7,Shelton High School
6932,John Martinez,F,11th,65.63,85.18,Shelton High School
6933,Linda Garcia,F,9th,100.0,85.3,Shelton High School
6934,Susan Taylor,F,10th,77.25,74.2,Shelton High School
6935,Charles Thomas,M,12th,92.7,73.23,Shelton High School
6936,Joseph Anderson,F,12th,70.99,92.28,Shelton High School
6937,James Lopez,F,10th,70.19,74.31,Shelton High School
6938,Elizabeth Wilson,M,10th,58.17,78.73,Shelton High School
6939,Elizabeth Martinez,F,10th,74.58,86.43,Shelton High School
6940,Karen Hernandez,M,11th,81.18,36.8,Shelton High School
6941,Jessica Rodriguez,F,11th,50.44,89.68,Shelton High School
6942,Joseph Wilson,M,11th,74.52,72.72,Shelton High School
6943,Charles Rodriguez,M,9th,76.62,73.33,Shelton High School
6944,Patricia Miller,F,9th,49.74,76.08,Shelton High School
6945,Linda Davis,M,11th,72.58,58.26,Shelton High School
6946,Charles Anderson,M,10th,80.75,57.84,Shelton High School
6947,Jessica Rodriguez,M,10th,62.26,88.77,Shelton High School
6948,Barbara Thomas,F,12th,89.69,100.0,Shelton High School
6949,Patricia Jones,F,11th,85.61,66.06,Shelton High School
6950,Linda Smith,M,10th,40.82,76.46,Shelton High School
6951,Jennifer Anderson,F,10th,73.9,73.38,Shelton High School
6952,Patricia Hernandez,M,12th,66.44,41.47,Shelton High School
6953,Robert Moore,F,12th,99.17,66.45,Shelton High School
6954,Joseph Moore,M,9th,57.94,67.28,Shelton High School
6955,Karen Gonzalez,M,11th,70.53,48.97,Shelton High School
6956,Robert Smith,F,9th,60.8,92.42,Shelton High School
6957,Sarah Wilson,M,9th,75.55,66.8,Shelton High School
6958,Robert Garcia,M,12th,59.62,87.54,Shelton High School
6959,Jessica Lopez,M,10th,63.45,62.39,Shelton High School
6960,Karen Moore,M,11th,100.0,59.24,Shelton High School
6961,Mary Gonzalez,F,12th,60.67,57.71,Shelton High School
6962,Thomas Taylor,F,11th,100.0,45.73,Shelton High School
6963,Jessica Moore,F,12th,65.52,57.39,Shelton High School
6964,Linda Williams,M,10th,58.56,68.08,Shelton High School
6965,Thomas Moore,M,11th,42.93,73.14,Shelton High School
6966,Jennifer Davis,M,10th,100.0,61.97,Shelton High School
6967,Richard Davis,F,9th,80.37,91.85,Shelton High School
6968,Charles Garcia,M,11th,67.19,84.23,Shelton High School
6969,Joseph Martinez,M,12th,58.45,80.12,Shelton High School
6970,Thomas Smith,M,9th,82.61,90.98,Shelton High School
6971,Michael Gonzalez,F,9th,100.0,64.34,Shelton High School
6972,John Jackson,F,12th,68.7,69.14,Shelton High School
6973,Joseph Jones,F,11th,71.22,69.6,Shelton High School
6974,David Moore,M,10th,81.77,64.54,Shelton High School
6975,John Garcia,M,9th,59.03,88.04,Shelton High School
6976,John Jones,F,11th,91.54,97.08,Shelton High School
6977,William Jackson,M,11th,100.0,56.72,Shelton High School
6978,Richard Garcia,F,10th,80.86,78.08,Shelton High School
6979,David Wilson,F,9th,72.13,85.21,Shelton High School
6980,Jennifer Garcia,F,10th,71.1,44.64,Shelton High School
6981,Thomas Hernandez,M,11th,61.5,57.03,Shelton High School
6982,Joseph Rodriguez,F,11th,71.59,49.88,Shelton High School
6983,Thomas Miller,F,12th,64.26,53.03,Shelton High School
6984,Michael Smith,M,12th,61.7,91.24,Shelton High School
6985,Linda Jones,F,10th,81.33,80.84,Shelton High School
6986,Charles Davis,F,9th,62.09,51.54,Shelton High School
6987,Thomas Jackson,M,10th,64.64,50.8,Shelton High School
6988,Barbara Anderson,M,9th,84.58,68.59,Shelton High School
6989,Patricia Lopez,F,12th,67.4,50.17,Shelton High School
6990,Richard Wilson,F,9th,62.2,56.37,Shelton High School
6991,Robert Thomas,M,11th,59.74,87.51,Shelton High School
6992,Michael Anderson,F,11th,72.9,50.27,Shelton High School
6993,Richard Thomas,M,12th,62.14,100.0,Shelton High School
6994,Barbara Miller,M,12th,59.17,71.23,Shelton High School
6995,Jessica Gonzalez,F,12th,64.11,100.0,Shelton High School
6996,John Anderson,F,10th,94.83,90.46,Shelton High School
6997,John Miller,M,9th,73.49,57.84,Shelton High School
6998,Sarah Wilson,F,10th,64.3,47.25,Shelton High School
6999,Sarah Jackson,F,9th,57.71,39.39,Shelton High School
7000,Susan Martin,M,12th,86.1,65.72,Shelton High School
7001,Jennifer Davis,F,10th,74.48,73.26,Shelton High School
7002,Michael Martin,M,12th,76.66,84.93,Shelton High School
7003,Sarah Moore,F,10th,83.43,79.94,Shelton High School
7004,Joseph Martin,F,10th,64.27,64.14,Shelton High School
7005,Charles Johnson,M,11th,76.68,95.37,Shelton High School
7006,Linda Hernandez,M,10th,54.63,55.57,Shelton High School
7007,Sarah Gonzalez,F,12th,90.73,52.83,Shelton High School
7008,William Rodriguez,F,10th,61.8,73.31,Shelton High School
7009,Thomas Miller,M,12th,77.85,70.0,Shelton High School
7010,William Smith,M,12th,44.69,60.55,Shelton High School
7011,Mary Brown,F,9th,88.12,63.34,Shelton High School
7012,Susan Brown,M,11th,57.9,49.4,Shelton High School
7013,Mary Davis,M,9th,69.39,69.6,Shelton High School
7014,Sarah Jackson,M,10th,88.39,66.97,Shelton High School
7015,Susan Martin,M,10th,84.68,54.15,Shelton High School
7016,Elizabeth Taylor,M,10th,72.17,95.52,Shelton High School
7017,Linda Wilson,M,11th,55.22,57.57,Shelton High School
7018,Linda Jones,M,9th,62.09,64.88,Shelton High School
7019,Jessica Davis,M,12th,82.27,61.72,Shelton High School
7020,Elizabeth Davis,F,11th,60.36,84.33,Shelton High School
7021,William Moore,M,10th,87.61,74.81,Shelton High School
7022,John Taylor,F,9th,65.37,60.94,Shelton High School
7023,Karen Anderson,F,10th,90.37,51.17,Shelton High School
7024,Thomas Davis,M,10th,59.4,90.7,Shelton High School
7025,Mary Taylor,F,12th,61.77,44.05,Shelton High School
7026,Sarah Jones,M,11th,98.63,100.0,Shelton High School
7027,William Rodriguez,F,10th,56.73,66.22,Shelton High School
7028,Mary Johnson,F,10th,71.22,62.19,Shelton High School
7029,Charles Williams,M,10th,67.56,59.98,Shelton High School
7030,Thomas Wilson,M,10th,50.06,74.95,Shelton High School
7031,Susan Wilson,F,9th,66.37,87.55,Shelton High School
7032,Jennifer Williams,F,10th,82.74,96.72,Shelton High School
7033,James Thomas,F,11th,54.76,64.89,Shelton High School
7034,Patricia Smith,F,12th,61.86,69.74,Shelton High School
7035,Thomas Moore,F,11th,67.38,74.23,Shelton High School
7036,Linda Johnson,M,9th,72.05,31.3,Shelton High School
7037,Sarah Thomas,F,10th,40.16,58.82,Shelton High School
7038,Elizabeth Davis,M,12th,62.46,77.39,Shelton High School
7039,Barbara Thomas,M,12th,77.13,88.91,Shelton High School
7040,Barbara Hernandez,M,12th,91.87,56.02,Shelton High School
7041,Karen Jackson,M,11th,97.04,70.67,Shelton High School
7042,James Williams,M,11th,78.33,54.33,Shelton High School
7043,Barbara Rodriguez,F,11th,67.3,71.13,Shelton High School
7044,Robert Smith,F,10th,76.28,63.04,Shelton High School
7045,Elizabeth Taylor,F,12th,66.82,90.68,Shelton High School
7046,Patricia Anderson,F,9th,78.58,74.44,Shelton High School
7047,Charles Davis,M,9th,52.59,100.0,Shelton High School
7048,Joseph Miller,M,12th,69.1,77.52,Shelton High School
7049,Joseph Davis,M,9th,87.91,66.95,Shelton High School
7050,Elizabeth Moore,F,11th,81.98,79.74,Shelton High School
7051,Patricia Anderson,F,9th,71.37,63.71,Shelton High School
7052,David Williams,M,12th,72.34,66.67,Shelton High School
7053,Joseph Williams,M,11th,60.17,92.43,Shelton High School
7054,Joseph Garcia,F,9th,70.42,41.93,Shelton High School
7055,James Wilson,M,12th,33.89,67.43,Shelton High School
7056,Jessica Smith,M,11th,65.92,83.14,Shelton High School
7057,Thomas Davis,F,10th,69.08,60.02,Shelton High School
7058,Sarah Thomas,M,11th,66.83,64.6,Shelton High School
7059,Jennifer Martinez,M,9th,64.38,44.29,Shelton High School
7060,Elizabeth Jones,M,11th,58.65,77.59,Shelton High School
7061,Barbara Martin,M,10th,49.97,69.74,Shelton High School
7062,Thomas Wilson,M,9th,74.23,100.0,Shelton High School
7063,Susan Williams,M,10th,85.59,84.02,Shelton High School
7064,Barbara Martin,M,9th,55.95,59.92,Shelton High School
7065,Sarah Lopez,F,12th,48.41,48.31,Shelton High School
7066,Mary Johnson,F,10th,86.15,78.18,Shelton High School
7067,Thomas Martinez,F,9th,61.33,43.89,Shelton High School
7068,Sarah Jackson,F,12th,35.22,67.31,Shelton High School
7069,James Brown,F,12th,48.53,73.57,Shelton High School
7070,Patricia Johnson,F,10th,65.42,60.73,Shelton High School
7071,Charles Lopez,M,12th,85.83,69.61,Shelton High School
7072,Elizabeth Gonzalez,F,12th,72.32,74.02,Shelton High School
7073,Karen Anderson,M,9th,63.27,84.16,Shelton High School
7074,John Martin,F,11th,61.22,78.45,Shelton High School
7075,Richard Davis,M,12th,53.83,63.04,Shelton High School
7076,Michael Davis,M,10th,84.22,68.99,Shelton High School
7077,Sarah Rodriguez,F,9th,67.57,95.01,Shelton High School
7078,Jennifer Brown,F,9th,99.83,93.67,Shelton High School
7079,Joseph Jones,M,12th,94.42,69.46,Shelton High School
7080,Robert Miller,M,12th,98.07,100.0,Shelton High School
7081,William Miller,F,11th,71.0,35.22,Shelton High School
7082,William Martin,F,10th,86.09,74.23,Shelton High School
7083,Elizabeth Brown,M,9th,65.54,64.22,Shelton High School
7084,Jennifer Wilson,F,9th,86.87,67.65,Shelton High School
7085,William Smith,F,11th,71.34,91.7,Shelton High School
7086,Thomas Gonzalez,M,11th,78.67,68.11,Shelton High School
7087,Michael Rodriguez,M,10th,45.91,81.38,Shelton High School
7088,David Williams,F,10th,92.2,60.39,Shelton High School
7089,Barbara Williams,F,12th,49.31,68.03,Shelton High School
7090,Joseph Martinez,F,12th,65.77,79.08,Shelton High School
7091,James Wilson,F,11th,73.29,97.88,Shelton High School
7092,Karen Garcia,F,10th,55.69,74.85,Shelton High School
7093,Mary Davis,F,12th,39.37,67.03,Shelton High School
7094,James Brown,M,11th,76.95,55.41,Shelton High School
7095,Patricia Jones,F,11th,81.13,40.3,Shelton High School
7096,Karen Rodriguez,M,9th,78.92,40.52,Shelton High School
7097,Richard Moore,F,12th,50.28,77.7,Shelton High School
7098,Thomas Smith,M,10th,85.19,69.14,Shelton High School
7099,Joseph Johnson,M,9th,69.23,81.39,Shelton High School
7100,Jessica Martin,F,11th,77.09,54.71,Shelton High School
7101,Robert Jackson,F,12th,57.8,88.74,Shelton High School
7102,Robert Johnson,F,12th,73.27,79.24,Shelton High School
7103,Michael Williams,M,11th,43.56,84.75,Shelton High School
7104,Thomas Williams,F,10th,63.21,63.69,Shelton High School
7105,Richard Miller,M,10th,45.2,77.13,Shelton High School
7106,John Anderson,M,11th,69.83,55.14,Shelton High School
7107,Sarah Martinez,M,12th,70.6,67.67,Shelton High School
7108,Michael Rodriguez,M,12th,85.82,37.67,Shelton High School
7109,Robert Martin,F,11th,76.52,49.98,Shelton High School
7110,Linda Wilson,M,10th,51.02,72.81,Shelton High School
7111,Patricia Martin,M,11th,100.0,61.21,Shelton High School
7112,Susan Lopez,F,10th,71.87,93.19,Shelton High School
7113,Mary Gonzalez,M,9th,64.9,64.92,Shelton High School
7114,James Martin,F,9th,61.39,65.38,Shelton High School
7115,Michael Rodriguez,M,12th,79.33,100.0,Shelton High School
7116,Thomas Gonzalez,M,12th,70.54,79.72,Shelton High School
7117,Elizabeth Thomas,M,11th,95.86,69.57,Shelton High School
7118,Jennifer Thomas,F,12th,63.32,56.97,Shelton High School
7119,David Martin,F,11th,78.5,65.9,Shelton High School
7120,John Rodriguez,F,10th,68.23,63.31,Shelton High School
7121,Joseph Gonzalez,F,12th,51.11,44.07,Shelton High School
7122,Elizabeth Martin,F,10th,75.09,38.93,Shelton High School
7123,Richard Taylor,M,12th,71.85,80.76,Shelton High School
7124,Michael Garcia,M,9th,71.59,66.87,Shelton High School
7125,Richard Taylor,F,11th,76.65,93.02,Shelton High School
7126,Joseph Brown,M,12th,83.77,67.0,Shelton High School
7127,Joseph Wilson,F,12th,56.1,87.23,Shelton High School
7128,David Brown,M,9th,62.71,91.88,Shelton High School
7129,John Johnson,M,10th,59.27,100.0,Shelton High School
7130,Karen Martinez,F,11th,81.99,69.35,Shelton High School
7131,Richard Martin,M,10th,72.87,55.79,Shelton High School
7132,Sarah Thomas,F,9th,78.1,75.42,Shelton High School
7133,David Martinez,M,12th,81.54,33.68,Shelton High School
7134,William Lopez,F,12th,89.33,78.72,Shelton High School
7135,Charles Smith,M,11th,71.12,48.46,Shelton High School
7136,Sarah Wilson,F,12th,82.66,51.26,Shelton High School
7137,James Taylor,M,12th,84.88,92.91,Shelton High School
7138,David Martin,M,10th,76.77,50.76,Shelton High School
7139,Joseph Brown,M,10th,62.82,90.61,Shelton High School
7140,Joseph Wilson,F,9th,84.76,94.18,Shelton High School
7141,James Rodriguez,F,9th,77.0,71.1,Shelton High School
7142,Michael Hernandez,M,11th,76.36,81.62,Shelton High School
7143,Mary Johnson,M,9th,53.76,56.88,Shelton High School
7144,Jennifer Jackson,M,10th,52.47,76.57,Shelton High School
7145,Karen Wilson,M,12th,58.26,88.12,Shelton High School
7146,John Miller,F,11th,75.05,57.57,Shelton High School
7147,Michael Brown,F,10th,92.96,62.58,Shelton High School
7148,Robert Taylor,M,11th,66.11,62.68,Shelton High School
7149,Patricia Gonzalez,M,10th,82.15,58.21,Shelton High School
7150,Jessica Thomas,M,9th,92.72,58.53,Shelton High School
7151,Mary Moore,F,9th,80.83,66.97,Shelton High School
7152,James Moore,F,11th,41.32,65.89,Shelton High School
7153,Linda Hernandez,F,10th,77.76,47.37,Shelton High School
7154,Joseph Thomas,M,9th,80.59,64.14,Shelton High School
7155,Thomas Taylor,M,9th,63.9,60.08,Shelton High School
7156,Barbara Martinez,M,9th,89.16,92.14,Shelton High School
7157,Karen Garcia,F,11th,61.99,59.25,Shelton High School
7158,Linda Gonzalez,F,9th,79.09,61.27,Shelton High School
7159,Mary Jackson,F,10th,60.64,72.65,Shelton High School
7160,Elizabeth Brown,F,12th,57.69,98.66,Shelton High School
7161,Barbara Moore,F,11th,94.65,86.28,Shelton High School
7162,Michael Martin,F,12th,70.55,87.29,Shelton High School
7163,Patricia Miller,F,12th,64.43,67.06,Shelton High School
7164,Elizabeth Anderson,F,11th,62.23,69.16,Shelton High School
7165,Barbara Smith,M,11th,73.31,80.99,Shelton High School
7166,Karen Moore,M,11th,67.57,65.77,Shelton High School
7167,Jessica Jones,F,11th,55.56,71.15,Shelton High School
7168,Charles Brown,F,11th,62.58,60.03,Shelton High School
7169,Jennifer Taylor,F,9th,62.31,80.67,Shelton High School
7170,Michael Miller,F,11th,68.65,58.53,Shelton High School
7171,William Gonzalez,M,9th,86.55,98.21,Shelton High School
7172,Karen Wilson,M,10th,66.22,73.9,Shelton High School
7173,Jessica Rodriguez,M,9th,87.13,80.93,Shelton High School
7174,Joseph Jones,F,12th,49.25,66.35,Shelton High School
7175,Sarah Martin,F,11th,73.51,61.89,Shelton High School
7176,Linda Anderson,F,12th,46.59,65.12,Shelton High School
7177,William Jackson,M,10th,81.65,72.26,Shelton High School
7178,Jennifer Brown,M,11th,42.32,84.67,Shelton High School
7179,David Martinez,M,11th,69.86,57.44,Shelton High School
7180,John Smith,F,12th,97.34,64.52,Shelton High School
7181,Barbara Anderson,F,11th,90.42,100.0,Shelton High School
7182,Joseph Wilson,M,9th,75.54,57.94,Shelton High School
7183,Michael Taylor,M,10th,75.92,49.01,Shelton High School
7184,Charles Miller,M,12th,39.27,72.69,Shelton High School
7185,John Williams,F,10th,88.11,47.49,Shelton High School
7186,Sarah Martin,F,12th,79.77,77.33,Shelton High School
7187,Susan Williams,M,10th,52.92,56.09,Shelton High School
7188,Michael Miller,M,9th,63.92,57.7,Shelton High School
7189,Robert Williams,F,9th,72.8,76.18,Shelton High School
